PSA_Id,Domain,Class,English,Kiswahili,Dholuo,Source,Date,Metadata
902,Health,PSA,"Take a journal and note down how your days are and how you're feeling.

Examine your thoughts written over time and soon they become clearer and hidden thoughts and feelings come to the surface to bring a more complete light to the situation.","Chukua shajara na uandike jinsi siku zako zilivyo na jinsi unavyohisi.

Chunguza mawazo yako yaliyoandikwa baada ya muda na hivi karibuni yanakuwa wazi zaidi na mawazo na hisia zilizofichwa huja juu ili kuleta mwanga kamili zaidi kwa hali hiyo.","Bed gi buk moro ma isomo gik ma timore e ngimani kod kaka iwinjo.

Non ane paro ma in-go bang' kinde, kendo mapiyo nono gibiro nenore maler, kendo paro kod paro mopondo biro nenore, mondo okonyi ng'eyo weche e yo maber moloyo.",original_baseline_dataset,2026-07-11,PSA
903,Health,PSA,There is no health without mental health,Hakuna afya bila afya ya akili,Ngima ok nyal bedo maber ka onge tuoche mag paro,original_baseline_dataset,2026-07-11,PSA
904,Health,PSA,"Take a deep breath and relax. Listen to your body. If youre really tired, give yourself time to sleep. Without good sleep, our mental health suffers and our concentration goes downhill. Sometimes the world can wait.","Vuta pumzi ndefu na upumzike. Sikiliza mwili wako. Ikiwa umechoka sana, jipe ​​muda wa kulala. Bila usingizi mzuri, afya yetu ya akili huharibika na umakini wetu hupungua. Wakati mwingine ulimwengu unaweza kusubiri.","Kaw muya matin kae to ibed mokuwe. Chik iti ne gima iwacho. Kapo ni in gi chuny monyosore gadier, kaw thuolo mondo inind matin. Ka ok wanindo moromo, pachwa ok ti maber, kendo ok wanyal keto pachwa e gima watimo. Seche moko piny nyalo rito.",original_baseline_dataset,2026-07-11,PSA
905,Health,PSA,Responding to mental health issues for people with disabilities is critical.Do you know someone who would need someone to talk to?SMS support to 20767 to get access to a counsellor.,"Kushughulikia masuala ya afya ya akili kwa watu wenye ulemavu ni muhimu. Je, unamjua mtu ambaye atahitaji mtu wa kuzungumza naye? Tuma ujumbe mfupi wa usaidizi kwa 20767 ili kupata mshauri nasaha.",Dwoko kuom weche mag tuoche mag paro ne joma nigi midekre en gima dwarore ahinya. Be ing'eyo ng'at manyalo dwaro ng'at ma ginyalo wuoyogo? Or ne joma konyo kitiyo gi SMS e namba 20767 mondo iyud kony mar laktar.,original_baseline_dataset,2026-07-11,PSA
906,Health,PSA,Healthy minds create healthy workplaces. Lets foster environments that prioritize mental health and support employees well-being,Akili zenye afya huunda sehemu za kazi zenye afya. Tukuze mazingira yanayopa kipaumbele afya ya akili na kusaidia ustawi wa wafanyakazi.,"Paro makare miyo ji bedo gi ngima maber kuonde ma gitiyoe. Weuru mondo warit kuonde ma miyo ji paro mar rito ngimagi obed maber, kendo konyo jotich mondo obed gi ngima maber.",original_baseline_dataset,2026-07-11,PSA
907,Health,PSA,"Mental Health Check-Up Time!Mental Health Check-Up Time!
Your mental health is just as important as your physical health. Take a moment to check in with yourself today.
1. How are you feeling emotionally?
2. Are you getting enough rest?
3. Are you eating well?
4. Have you been active lately?
5. Do you need to talk to someone?
Remember, it's okay to seek help if you need it. Your mental well-being matters!","Wakati wa Kuchunguza Afya ya Akili! Wakati wa Kuchunguza Afya ya Akili!

Afya yako ya akili ni muhimu kama vile afya yako ya kimwili. Chukua muda kujichunguza leo.

1. Unajisikiaje kihisia?
2. Je, unapata mapumziko ya kutosha?
3. Je, unakula vizuri?
4. Je, umekuwa ukifanya mazoezi hivi karibuni?
5. Je, unahitaji kuzungumza na mtu?
Kumbuka, ni sawa kutafuta msaada ikiwa unahitaji. Ustawi wako wa akili ni muhimu!","Kinde mar Nono Timbe Dhano! Kinde mar Nono Timbe Dhano
Paro ma in-go kuom ngima jaodi en gima duong' mana kaka rito dendi. Kaw kinde mondo ipar matut kuom kaka ngimani chalo sani.
1. In iwinjo nade e chunyi?
2. Be inindo moromo?
3. Be ichamo chiemo moromo?
4. Be isebedo katiyo matek e tij lendo?
5. Be nitie ng'ama diher mondo awuo kode?
Ng'e ni, ok rach manyo kony kapo ni in gi chandruok. Paro ma in-go e ma dwarore!",original_baseline_dataset,2026-07-11,PSA
908,Health,PSA,"Safe walking and cycling contributes to healthier lives preventing Non- Communicable diseases such Cancer, diabetes and hypertension and improves ones mental health","Kutembea salama na kuendesha baiskeli huchangia maisha yenye afya njema kuzuia magonjwa yasiyoambukiza kama vile Saratani, kisukari na shinikizo la damu na kuboresha afya ya akili ya mtu.","Wuotho kendo riembo ndiga e yo maber konyo e miyo ji obed gi ngima maber, geng'o tuoche ma ok landre kaka kansa, tuwo mar sukari kod tuwo mar remo, kendo miyo ng'ato bedo gi paro maber.",original_baseline_dataset,2026-07-11,PSA
909,Health,PSA,"Alcohol addiction is a severe issue affecting many Kenyans, and the prevalence of illicit brews in the Mt. Kenya region exacerbates this problem. Local health facilities need to be well-equipped to handle mental health issues, which can drive people into alcohol addiction","Uraibu wa pombe ni tatizo kubwa linalowaathiri Wakenya wengi, na kuenea kwa pombe haramu katika eneo la Mlima Kenya kunazidisha tatizo hili. Vituo vya afya vya eneo hilo vinahitaji kuwa na vifaa vya kutosha kushughulikia masuala ya afya ya akili, ambayo yanaweza kuwasukuma watu katika uraibu wa pombe.","Madho kong'o ahinya en gima chando Jo Kenya mang'eny, kendo madho kong'o e yo ma ok owinjore e gweng' mar Mt. Alwora mar Kenya medo mana bedo marach moloyo. Chenro mag thieth madwarore ni otim kuonde ma ji nyalo yudoe ritruok kuom tuoche mag paro, manyalo miyo ji obed wasumb kong'o",original_baseline_dataset,2026-07-11,PSA
910,Health,PSA,"Women face unique challenges in addiction treatment such as trauma, mental health, stigma & caregiving roles. Gender responsive care are is not optional, it is essential","Wanawake wanakabiliwa na changamoto za kipekee katika matibabu ya uraibu kama vile majeraha, afya ya akili, unyanyapaa na majukumu ya ulezi. Huduma inayozingatia jinsia si ya hiari, ni muhimu","Mon romo gi pek moko makende e thieth mag yedhe mamero kaka tuoche mag adundo, tuoche mag paro, wichkuot kod ting' mar rito nyithindo. Chenro mar rito nyithindo e yo mowinjore ok en gima ng'ato oyiero kende, en gima dwarore ahinya",original_baseline_dataset,2026-07-11,PSA
911,Health,PSA,Schools can be safe havens for mental health education,Shule zinaweza kuwa mahali salama pa elimu ya afya ya akili,Skunde nyalo bedo kar buok mar tiego nyithindo e weche mag tuoche mag paro,original_baseline_dataset,2026-07-11,PSA
912,Health,PSA,Set boundaries and fuel your mind with positive vibes,Weka mipaka na uiongezee akili yako hisia chanya,Ket tong' kendo par gik mabeyo ma nyalo konyi,original_baseline_dataset,2026-07-11,PSA
913,Health,PSA,"This Mens Mental Health Awareness Month, lets break the silence. Society often tells men to ""be strong,"" but real strength lies in acknowledging your struggles and reaching out.

1. Speaking up isnt weaknessits courage.
2. Your feelings are valid.
3.You dont have to face it alone.

Whether its stress, anxiety, depression, or just feeling overwhelmed your mental health matters. Talk to a friend, a counselor, or a support group. Asking for help is a sign of strength, not failure.
 You are human. You deserve support. You are not alone.","Mwezi huu wa Uhamasishaji wa Afya ya Akili ya Wanaume, hebu tuvunje ukimya. Mara nyingi jamii huwaambia wanaume ""kuwa imara,"" lakini nguvu halisi iko katika kutambua mapambano yako na kufikia lengo.

1. Kuzungumza si udhaifu - ni ujasiri.

2. Hisia zako ni halali.

3. Huna haja ya kukabiliana nayo peke yako.

Iwe ni msongo wa mawazo, wasiwasi, mfadhaiko, au kuhisi tu kuzidiwa - afya yako ya akili ni muhimu. Zungumza na rafiki, mshauri, au kikundi cha usaidizi. Kuomba msaada ni ishara ya nguvu, si kushindwa.

Wewe ni binadamu. Unastahili usaidizi. Hauko peke yako.","E Dwe mar Paro e Wi Tuoche mag Chuny, weuru wawuo kuom wachni. Kinde mang'eny, oganda ji wacho ne chwo ni, beduru motegno, """" to teko madier otenore kuom ng'eyo chandruok ma un-go, kendo temo matek mondo ubed gi nyalo mar nyagruok gi pekgo.",original_baseline_dataset,2026-07-11,PSA
914,Health,PSA,"Sports and exercise offer a multifaceted approach to preventing substance use during school breaks. They provide structure, boost mental health, foster social connections and help students build healthy habits that protect against risky behaviors","Michezo na mazoezi hutoa mbinu mbalimbali za kuzuia matumizi ya dawa za kulevya wakati wa mapumziko ya shule. Hutoa muundo, huimarisha afya ya akili, hukuza miunganisho ya kijamii na huwasaidia wanafunzi kujenga tabia zenye afya zinazowalinda dhidi ya tabia hatarishi.",2. Paro ma in-go kuom wachni nikare.,original_baseline_dataset,2026-07-11,PSA
915,Health,PSA,"Just like your annual doctors visit, your mind deserves a check-up too","Kama vile ziara yako ya kila mwaka ya daktari, akili yako pia inastahili kuchunguzwa",3. Ok ochuno ni inonri iwuon.,original_baseline_dataset,2026-07-11,PSA
916,Health,PSA,"Fuel your body, feed your mind!
What you eat, how you move, and what you avoid directly shapes your mental health.

Choose clean eating, stay active, and say NO to harmful substances.

Your future self will thank you!","Tia nguvu mwili wako, lisha akili yako!

Kile unachokula, jinsi unavyotembea, na kile unachoepuka huunda moja kwa moja afya yako ya akili.

Chagua kula safi, endelea kufanya mazoezi, na useme HAPANA kwa vitu vyenye madhara.

Utu wako wa baadaye utakushukuru!","Bed ni en parruok, parruok mang'eny, parruok, kata mana winjo ka chunyi onyosore ahinya, parruok nyalo ketho pach ng'ato. Wuo gi osiepni migeno, kata ng'at moro manyalo konyi gi paro. Kwayo kony en gima nyiso ni ng'ato nigi teko, to ok ni ng'ato oloyo nyawadgi.",original_baseline_dataset,2026-07-11,PSA
917,Health,PSA,"Stressed about money? Dont gamble with your mental health!
When finances feel overwhelming, its tempting to chase ""quick fixes"" like gambling or substance usebut these only make things worse. Instead, take control by seeking free financial counseling and building healthy money habits.
Your mental health matters. Choose smart solutions over short-term risks.","Una msongo wa mawazo kuhusu pesa? Usicheze kamari na afya yako ya akili!
Wakati fedha zinapozidi, inakuvutia kutafuta ""suluhisho la haraka"" kama vile kamari au matumizi ya dawa za kulevya - lakini hizi hufanya mambo kuwa mabaya zaidi. Badala yake, chukua udhibiti kwa kutafuta ushauri wa kifedha bila malipo na kujenga tabia nzuri za pesa.
Afya yako ya akili ni muhimu. Chagua suluhisho bora badala ya hatari za muda mfupi.","In bende in mana dhano. Owinjore wariwgi lwedo. Ok in kendi"".",original_baseline_dataset,2026-07-11,PSA
918,Health,PSA,Consider therapy or counseling. A mental health professional can provide strategies to cope with stigma and help you develop a positive self-image,Fikiria tiba au ushauri nasaha. Mtaalamu wa afya ya akili anaweza kutoa mikakati ya kukabiliana na unyanyapaa na kukusaidia kukuza taswira chanya ya wewe mwenyewe,"YOUTH IN CRISIS: WHY PREVENTION CANT WAIT [Rowere Manie Chandruok: Gimomiyo Geng'o Tuoche Ok Nyal Rito]

Rowerewa ihinyo monjo.

Tuwo mar paro. Tiyo marach gi yedhe mamero. Lwenje ma ling'ling' ma ne dhi nyime e kind josiasa kod joma ne ok ong'eyo wach moro.
Kata kamano, wan gi geno.
Geng'o tuoche ok en mana gima ng'ato nyalo timo kende, en mana yo achiel kende mar tieko chandruogego. Ka watimo gik moko chon, mano miyo wabedo gi ngima maber e kinde mabiro.

1. Tieg ji.
2. Konyo. ",original_baseline_dataset,2026-07-11,PSA
919,Health,PSA,Societal pressures and gender-based discrimination can contribute to stress and mental health challenges.,Shinikizo la kijamii na ubaguzi wa kijinsia vinaweza kuchangia msongo wa mawazo na changamoto za afya ya akili.,"Tugo koda timo tuke miyo ji thuolo mar tiyo gi yore mopogore opogore e geng'o tiyo gi yedhe mamero e kinde yueyo mar skul. Gikonyo e loso chenro, jiwo paro maber, jiwo tudruok e kind ji, kendo konyo jopuonjre bedo gi timbe mabeyo makonyogi kwedo timbe manyalo kelo hinyruok",original_baseline_dataset,2026-07-11,PSA
920,Health,PSA,Understanding mental health issues can empower you to challenge misconceptions. Share accurate information with friends and family to promote awareness and reduce stigma,Kuelewa masuala ya afya ya akili kunaweza kukuwezesha kupinga dhana potofu. Shiriki taarifa sahihi na marafiki na familia ili kukuza uelewa na kupunguza unyanyapaa.,"Iwinjo ka chunyi onyosore? Madho kong'o ok bi miyi chuny mor. Onyalo mana medo ketho winjruok manie kindu.

Yier kit thieth maber: wuo gi ng'at manyalo konyi, riwri gi joma nyalo konyi, kata many kony.",original_baseline_dataset,2026-07-11,PSA
921,Health,PSA,Engage in activities that promote mental health awareness and advocacy. This can help create a sense of belonging and purpose.,Shiriki katika shughuli zinazokuza ufahamu na utetezi wa afya ya akili. Hii inaweza kusaidia kujenga hisia ya kuwa wa kipekee na kusudi.,"Miyo ringreni obed gi teko, pachi bende obed gi teko!
Gik ma ichamo, kaka itimo, koda gigo ma ok itimo chiko pach ng'ato.

Yier chiemo maler, bed ng'at matiyo matek, kendo kik imak kong'o kata gik mamoko manyalo hinyi.

In iwuon e ma ibiro bedo mamor!",original_baseline_dataset,2026-07-11,PSA
922,Health,PSA,Communities can come together to support individuals facing both mental health issues and substance use challenges through several strategies,Jamii zinaweza kukusanyika pamoja ili kuwasaidia watu wanaokabiliwa na matatizo ya afya ya akili na changamoto za matumizi ya dawa za kulevya kupitia mikakati kadhaa.,Dibed ni chandruogeni en pesa? Kik ibed ng'ama chich gi paro ma ok owinjore!,original_baseline_dataset,2026-07-11,PSA
923,Health,PSA,"Employers can identify signs of mental health issues in the workplace by observing changes in behavior, such as increased absenteeism, decreased productivity, or withdrawal from colleagues","Waajiri wanaweza kutambua dalili za matatizo ya afya ya akili mahali pa kazi kwa kuona mabadiliko katika tabia, kama vile kuongezeka kwa kutokuwepo kazini, kupungua kwa tija, au kujiondoa kutoka kwa wafanyakazi wenzao.","Sama wan gi pek mag yuto, yot luwo yore mag loyo pekgo mapiyo kaka tuke mag loyo mich kuom hawi, kata tiyo gi yedhe mamero, to magi medo mana ketho weche. Kar mano, bed gi paro mowinjore kuom kaka inyalo tiyo gi pesa, kendo tem ng'eyo kaka inyalo tiyo gi pesa e yo maber.",original_baseline_dataset,2026-07-11,PSA
924,Health,PSA,Ensure there are confidential channels for employees to seek mental health support without fear of retaliation or judgment,Hakikisha kuna njia za siri kwa wafanyakazi kutafuta msaada wa afya ya akili bila hofu ya kulipiza kisasi au hukumu.,"Mon nyalo romo gi pek moko makende e yudo thieth, moriwo ting' mag rito nyithindo, pek mag yuto, kod luoro mar wichkuot, manyalo ketho pachgi.",original_baseline_dataset,2026-07-11,PSA
925,Health,PSA,"Make sure employees are aware of resources available to them, such as Employee Assistance Programs (EAPs), mental health hotlines, or counseling services","Hakikisha wafanyakazi wanafahamu rasilimali zinazopatikana kwao, kama vile Programu za Usaidizi kwa Wafanyakazi (EAPs), simu za dharura za afya ya akili, au huduma za ushauri nasaha.",Par ane kony ma inyalo yudo kuom lakteche. Lakteche nyalo konyi ng'eyo kaka inyalo nyagori gi paro ma ok owinjore ma ji nigo kuomi kendo ginyalo konyi bedo gi paro mowinjore kuomi,original_baseline_dataset,2026-07-11,PSA
926,Health,PSA,"As Kenya records rising malaria cases due to climate variability, the just ended World Malaria Day serves as a critical reminder of the need to transform public health initiatives to meet these evolving challenges","Huku Kenya ikirekodi ongezeko la visa vya malaria kutokana na mabadiliko ya hali ya hewa, Siku ya Malaria Duniani iliyomalizika hivi punde inatumika kama ukumbusho muhimu wa hitaji la kubadilisha mipango ya afya ya umma ili kukabiliana na changamoto hizi zinazoendelea.","Pek ma oganda kelo koda achaya ma chwo gi mon nigo, nyalo miyo ng'ato obed gi parruok mang'eny e ngimane kendo miyo obed gi tuoche mag paro.",original_baseline_dataset,2026-07-11,PSA
927,Health,PSA,Kenya-tested malaria vaccine gets WHO approval,Chanjo ya malaria iliyojaribiwa Kenya yaidhinishwa na WHO,Ng'eyo tiend midekre mag paro nyalo miyo ibed gi teko mar kwedo paro maok kare. Wuo gi osiepeni koda joodu kuom weche makare mondo okonygi ng'eyo kendo dwoko chien achaye ma ji nigo,original_baseline_dataset,2026-07-11,PSA
