PSA_Id,Domain,English,Kiswahili,Dholuo,Kiswahili_accurate,Dholuo_accurate,Reviewer_comments,Corrected_Dholuo,Corrected_Kiswahili
4447,Security & Safety,Stay informed on wildfire risk and follow fire safety precautions to keep your family safe.,Endelea kufahamishwa kuhusu hatari ya moto wa mwituni na ufuate tahadhari za usalama wa moto kuweka familia yako salama.,Bed gi ng'eyo matut kuom gik ma nyalo kelo mach e bungu kendo luwo okenge mag arita mar mach mondo orit joodu maber.,Yes,Yes,,,
1448,Agriculture,Latest Opinions & Insights. Opinions & Insights. Taking stock of IFAD's digital agriculture efforts in the Asia-Pacific region. Digital agriculture is an ...,Maoni na Ufahamu wa Hivi Karibuni. Maoni na Ufahamu. Kuchunguza juhudi za kilimo cha kidijitali za IFAD katika eneo la Asia-Pasifiki. Kilimo cha kidijitali ni ...,"Kuom ranyisi, e Asia Pacific, tij pur mitimo gi IED en tich matek ahinya. Pur ma nyasani en .....",Yes,Yes,,,
2778,Governance,"0ver 200,000 propagules planted along the Coastal Stretch CSs led the exercise across the coastal region Residents urged to embrace the exercise in a bid to salvage their livelihood.",Wakazi wa eneo la pwani waliomba kukumbatia zoezi hilo kwa lengo la kuokoa maisha yao.,"Cham moloyo alufu mia ariyo opidh e dho wath ma ne ni machiegni gi dho nam, Jatend migawo ne otelo ne tijno e dho wath jodak ojiw mondo orwak tijno mondo okony e ngimagi mapile.",Yes,Yes,,,
524,Education,Provide internet in schools 2024.,Kutoa intaneti shuleni 2024.,Chiwo intanet e skunde 2024.,Yes,Yes,,,
212,Education,Ensure disability ramps 2020.,Hakikisha njia za ulemavu 2020.,Bed gi kuonde ma joma ong'ol nyalo chopoe e higa mar 2020.,Yes,Yes,,,
2694,Governance,Commissioner Francis Wanderi urges the POs and DPOs to respect the law and be impartial to all candidates and pledged to support them to deliver a credible Nguu/Masumba County Assembly Ward (CAW) by-election for #October14thBy-elections,Kamishna Francis Wanderi anawasihi PO na DPO kuheshimu sheria na kutokuwa na upendeleo kwa wagombea wote na kuahidi kuwaunga mkono ili kutoa uchaguzi mdogo wa Bunge la Kaunti ya Nguu/Masumba (CAW) unaoaminika kwa ajili ya uchaguzi mdogo wa #Oktoba14.,Kamisona Francis Wanderi osayo POS kod DPOs mondo oluw chik kendo kik gidonjre gi ng'ato gi ng'ato kendo gisesingore ni gibiro riwo lwedo jogo mabiro chiwo kad mar loch mar waod mar kaunti (CAW) ne yiero ma adundo mar dwe mar apar tarik apar kod ang'wen yiero ma adundo.,Yes,Yes,,,
4960,Governance,Officials encourage citizens to combine local development planning sessions participation with awareness of accessing government services online.,Maafisa wanahimiza wananchi kuchanganya ushiriki katika vikao vya upangaji wa maendeleo ya eneo na uelewa wa kupata huduma za serikali mtandaoni.,Jotelo jiwo jodak mondo oket kanyakla bedo e chokruoge mag loso chenro mag dongruok mag alwora kod ng'eyo kaka ginyalo yudo kony mag sirkal e yor mbui.,Yes,Yes,,,
3437,Agriculture,Farmers growing coffee are advised to watch out for flooding this season.,Wakulima wanaolima kahawa washauriwa kuchunga mafuriko msimu huu.,Jopur ma pidho kahawa ipuonjogi mondo gibed gi ritruok kuom pi ma pong'o piny e kindeni.,Yes,Yes,,,
2112,Security & Safety,An audit exposed misuse of public funds in police operations and prompted calls for fiscal transparency and procurement reform.,Ukaguzi ulifichua matumizi mabaya ya fedha za umma katika shughuli za polisi na kusababisha wito wa uwazi wa kifedha na mageuzi ya ununuzi.,nonro mar pesa mitiyogo e migao mag polise osekelo lokruok mabeyo e chano kaka pesa tiyo,Yes,Yes,,,
801,Health,The cost of targeted testing for Covid-19 and government quarantine facilities shall be met by the government effective today. Kenyans should not be afraid to get tested,Gharama ya upimaji unaolengwa wa Covid-19 na vituo vya karantini vya serikali italipwa na serikali kuanzia leo. Wakenya hawapaswi kuogopa kupimwa.,Pesa ma itiyogo e timo nonro mar Covid-19 kod keto ji kar kendgi biro dhi ne sirkal chakre kawuono. Jo-Kenya ok onego oluor dhi e nonro,Yes,Yes,,,
5071,Governance,Officials encourage citizens to combine civic education drives participation with awareness of your constitutional rights.,Maafisa wanahimiza wananchi kuchanganya ushiriki katika kampeni za elimu ya uraia na uelewa wa haki zako za kikatiba.,Jotelo jiwo jodak mondo oket somo mar oganda kanyachiel mondo gibed gi ng'eyo kuom ratiro ma un-go e chik piny.,Yes,Yes,,,
667,Education,Support schools! Fund education in drought-affected areas.,Saidia shule! Fadhili elimu katika maeneo yaliyoathiriwa na ukame.,Support schools! Fund education in drought-affected areas.,Yes,No,Not translated at all -- Dholuo column is identical to English.,Konyuru skunde! Chiwuru pesa ne somo e gwenge mohewore gi oro.,
4212,Health,Vaccinate your child against pneumonia at your nearest health centre.,Chanja mtoto wako dhidi ya nimonia katika kituo cha afya cha karibu.,Chiw nyathini chanjo mar tuo mar ng'ut e kar thieth man machiegni kodi.,Yes,No,Duplicate translation shared with another row (pneumonia/measles mix-up).,Chiw nyathini chanjo mar nyumonia e kar thieth man machiegni kodi.,
1234,Health,"MoH announces 5-day Polio vaccination campaign from October 2 to 6, 2024","Wizara ya Afya yatangaza kampeni ya chanjo ya polio ya siku 5 kuanzia Oktoba 2 hadi 6, 2024","Migawo mar Weche Thieth lando kampen mar ndalo abich mar chanjo tuo mar polio kochakore Oktoba 2 nyaka 6, 2024.",Yes,Yes,,,
4969,Governance,"To fight delayed government services, the county is promoting public participation forums alongside easier access to marriage certificate registration.","Ili kupambana na huduma za serikali kuchelewa, kaunti inahamasisha mabaraza ya ushiriki wa umma pamoja na upatikanaji rahisi wa usajili wa cheti cha ndoa.","Mondo oked gi tich ma sirkal timo ma dero, kauntino loso forum mag ji mondo odonjre kanyachiel gi yudo yot mar ndiko nying' oboke mar keny.",Yes,Yes,,,
3246,Health,"The main causative factors of the current outbreak include the high population density that is conducive to the propagation and spread of the disease, mass gatherings (a wedding party held in Karen and in a hotel during an international conference), low access to safe water and proper sanitation and the massive population movements in country and with neighbouring countries.","Sababu kuu za mlipuko wa sasa ni pamoja na msongamano mkubwa wa watu ambao unafaa kwa uenezi na kuenea kwa ugonjwa huo, mikusanyiko ya watu wengi (karamu ya harusi iliyofanyika Karen na katika hoteli wakati wa mkutano wa kimataifa), upatikanaji mdogo wa maji salama na usafi wa mazingira unaofaa na harakati kubwa ya watu nchini na nchi jirani.","Gik madongo ma kelo tuo mar korona gin kaka kwan maduong' mar oganda ma nyalo konyo e lando kendo lando tuo mar korona, chokruok mathoth (nyasi mar keny ma ne otim e Karen kendo e otel e kinde chokruok mar piny mangima), yudo pi maler kod ler mowinjore kod kwan maduong' mar oganda ma ni e pinje ma machiegni.",Yes,Yes,,,
4477,Security & Safety,Contact the Kenya Red Cross for assistance during disease outbreaks.,Wasiliana na Msalaba Mwekundu wa Kenya kwa msaada wakati wa milipuko ya magonjwa.,Tudri kod Red Cross mar piny Kenya mondo iyud kony e seche ma tuoche opong'o piny.,Yes,Yes,,,
5031,Governance,"To fight misuse of public funds, the county is promoting public participation forums alongside easier access to voter registration updates.","Ili kupambana na matumizi mabaya ya fedha za umma, kaunti inahamasisha mabaraza ya ushiriki wa umma pamoja na upatikanaji rahisi wa masasisho ya usajili wa wapiga kura.","Mondo oked gi tiyo marach gi pesa mag sirkal, kauntino loso forum mag ji duto mondo odonjre e yiero kaachiel gi yudo mayot mar ndiko nying' jogo ma dhi goyo ombulu.",Yes,Yes,,,
869,Health,Communities in Baringo fight back against malaria with local solutions and mosquito nets,Jamii huko Baringo zinapambana na malaria kwa kutumia suluhisho za kienyeji na vyandarua,Joma odak e gwenge mag Baringo kedo gi malaria ka gitiyo gi yore mag geng'o kute mag ayaki,Yes,Yes,,,
2937,Governance,"Tallying Centres for The By-Elections Scheduled to be held on 14th May, 2026","Vituo vya Kujumuika kwa ajili ya Uchaguzi Mdogo Uliopangwa kufanyika tarehe 14 Mei, 2026.",Kuonde mag kwano yiero mabiro timore tarik 14 dwe mar abich higa mar 2026,Yes,Yes,,,
1667,Security & Safety,Kenya's policy framework ensures coordinated disaster management. Understand your rights and government obligations.,Mfumo wa sera wa Kenya unahakikisha usimamizi wa maafa ulioratibiwa. Elewa haki zako na majukumu ya serikali.,Chenro mar Kenya mar timo lokruok e weche mag siasa miyo ji bedo gi chenro maber mar rito masiche.,Yes,Yes,,,
2719,Governance,"PS Foreign Affairs @AmbMKamau, PS, Devolution Julius Korir, and PS Planning Saitoti Torome are currently inspecting the Kitale Airport project in Transnzioia County in the ongoing NDITC Project Assessment by PSs","Katibu Mkuu wa Mambo ya Nje @AmbMKamau, Katibu Mkuu, Ugatuzi Julius Korir, na Katibu Mkuu wa Mipango Saitoti Torome kwa sasa wanakagua mradi wa Uwanja wa Ndege wa Kitale katika Kaunti ya Transnzioia katika Tathmini ya Mradi wa NDITC unaoendelea na PS","Weche mag oko @AmbMKamuu, PS, Devolution Julius Korir, kod PSonation Saitoti Torome sani nono chenro mar Kiale Airport e Transnzioia State e NDITC Project mar PS",Yes,Yes,,,
1552,Agriculture,"The drafting of this Sourcebook on Climate-Smart Agriculture, Forestry and Fisheries has been a collaborative effort involving professionals from within several ...","Uandishi wa Kitabu hiki cha Chanzo kuhusu Kilimo, Misitu na Uvuvi Kinachozingatia Hali ya Hewa umekuwa juhudi za ushirikiano zinazohusisha wataalamu kutoka ndani ya ...","Gocho mar Sourcebook on Climate-Smart Agriculture, Forestry and Fisheries, osedonjo e tich ma oseloso gi josomo ma wuok e pinje moko e piny mangima.",Yes,Yes,,,
3063,Governance,"List of Nomination Candidates Baringo South, North Kadem and Bobasi By-elections","Orodha ya Wagombea Uteuzi katika Uchaguzi Mdogo wa Baringo Kusini, Kadem Kaskazini na Bobasi","Listi mar Jochung' ma ochung' ne yiero matin mar Baringo ma Nyanduat, Kadem ma Nyanduat kod Bobasi",Yes,Yes,,,
3899,Education,Attend the school meeting to discuss infrastructure development plans for this term.,Hudhuria mkutano wa shule kujadili mipango ya uendelezaji wa miundombinu kwa muhula huu.,Chopo e chokruok mar skul mondo wawuo kuom chenro mag dongruok mag gedo mag piny e dwe mar higa ni.,Yes,Yes,,,
4282,Health,Anyone showing signs of high fever should seek medical attention promptly.,Yeyote anayeonyesha dalili za homa kali anapaswa kutafuta matibabu haraka.,Ng'at ang'ata ma nyiso ranyisi mag liet maduong' onego odhi ir laktar mapiyo.,Yes,Yes,,,
3007,Governance,"By-election for Member of the County Assembly for Mahoo Ward in Taita Taveta County Assembly Scheduled to be held on 16th December, 2021.","Uchaguzi Mdogo wa Mbunge wa Kaunti ya Wadi ya Mahoo katika Bunge la Kaunti ya Taita Taveta Umeratibiwa kufanywa tarehe 16 Desemba, 2021.",Oyierruok mar bedo Jatend Bung' mar Kaunti mar Mahoo e Bung' mar Kaunti mar Taita Taveta oket mondo otimre tarik 16 dwe mar apar gi ariyo higa mar 2021.,Yes,Yes,,,
2097,Security & Safety,An NGO launched a citizen oversight toolkit with training materials and reporting templates to strengthen youth involvement in accountability.,Shirika lisilo la kiserikali lilizindua zana ya usimamizi wa raia yenye vifaa vya mafunzo na vielelezo vya kuripoti ili kuimarisha ushiriki wa vijana katika uwajibikaji.,Riwruok moro mar oganda maok nie sirkal nochako chenro mar konyo ji mondo obed gi chenro mar tiego ji kendo chiwo ripot e yo maber mondo omed jiwo rowere mondo obed gi thuolo mar timo yiero.,Yes,Yes,,,
4142,Health,Health workers recommend learning about nutrition for young children alongside practicing boiling drinking water at home.,Wahudumu wa afya wanapendekeza kujifunza kuhusu lishe kwa watoto wadogo pamoja na kufanya kuchemsha maji ya kunywa nyumbani.,Jotich mag thieth wacho ni onego opuonjre weche mag chiemo ma nigi gik ma konyo nyithindo matindo kaachiel gi puonjruok mar ng'iewo pi ma ng'ich e ot.,Yes,Yes,,,
1577,Agriculture,"These technologies minimize crop damage and reducing losses, increasing yields and income for farmers. Market access: AI can enhance market ...","Teknolojia hizi hupunguza uharibifu wa mazao na kupunguza hasara, kuongeza mavuno na mapato kwa wakulima. Upatikanaji wa soko: AI inaweza kuboresha soko ...","Teknoloji ma kamano miyo cham ok kethre kendo okethre, kendo mano miyo jopur yudo pesa mang'eny.",Yes,Yes,,,
60,Education,App gives points for learning and reporting,Programu inatoa pointi za kujifunza na kuripoti,App chiwo points kuom puonjruok kod chiwo ripot,Yes,Yes,,,
4010,Education,The digital learning devices programme now covers learners at day secondary school facing financial hardship.,mpango wa vifaa vya kujifunzia vya kidijitali sasa inahusisha wanafunzi katika shule ya upili ya kutwa wanaokabiliwa na ugumu wa kifedha.,Program mar gige somo mag dijital sani oriwo jopuonjre ma ni e skul ma malo ma yudo pek mag pesa.,Yes,Yes,,,
1662,Security & Safety,"Village loudspeakers, SMS alerts, and radio broadcasts help disseminate disaster warnings quickly.","Vipaza sauti vya kijijini, arifa za SMS, na matangazo ya redio husaidia kusambaza maonyo ya maafa haraka.","Auja, weche ma ji oroga kokalo kuom SMS, kod nyakalondo konyo e lando siem mag masiche mapiyo.",Yes,Yes,,,
3490,Agriculture,Keep your sheep healthy by monitoring for signs of Newcastle disease.,Weka kondoo wako na afya kwa kuchunguza dalili za ugonjwa wa mdondo.,Ket rombe magi obed mangima kuom luwo ranyisi mag tuo mar Newcastle.,Yes,Yes,,,
4376,Health,Outbreaks of measles are prevented through safe food handling and timely child growth monitoring.,Milipuko ya surua huzuiwa kupitia utunzaji salama wa chakula na ufuatiliaji wa ukuaji wa mtoto kwa wakati.,Ogeng'o tuoche mag ng'ut ng'ato kokalo kuom tiyo maber gi chiemo kod luwo dongruok mar nyathi e kinde mowinjore.,Yes,No,Duplicate translation shared with another row (measles/pneumonia mix-up).,Ogeng'o tuoche mag midusi kokalo kuom tiyo maber gi chiemo kod luwo dongruok mar nyathi e kinde mowinjore.,
4109,Health,Combine boiling drinking water with regular immunization services visits to stay healthy all year round.,Changanya kuchemsha maji ya kunywa na ziara za mara kwa mara za huduma za chanjo ili kuwa na afya mwaka mzima.,Kod pi ma ng'ich mar madho kod limo ma pile ka pile mag thieth mondo ibed gi ngima maber e higa duto.,Yes,Yes,,,
772,Health,"A small number of vaccinated people may get infected with COVID-19 after vaccination; this is called a breakthrough infection, but they are likely to have milder symptoms than if they were not vaccinated.","Idadi ndogo ya watu waliochanjwa wanaweza kuambukizwa COVID-19 baada ya chanjo; hii inaitwa maambukizi ya mafanikio, lakini kuna uwezekano wa kuwa na dalili ndogo kuliko kama hawakuchanjwa.","Kwan matin mar ji moseyudo chanjo nyalo yudo tuo mar COVID-19 bang' yudo chanjo; mano iluongo ni tuo mar breakthrough, to nyalo bedo ni gin gi ranyisi matin moloyo ka dine bed ni ok omigi chanjo.",Yes,Yes,,,
372,Education,Keep learning! Enroll in nomadic schools for pastoralists.,Endelea kujifunza! Jiandikishe katika shule za kuhamahama kwa wafugaji.,Dhi nyime puonjori! Dhi e skunde mag jokwath ma jowuoth.,Yes,Yes,,,
11,Education,"15,000 full secondary scholarships for arid counties – apply before Nov 30 via county office!","Ufadhili kamili wa masomo 15,000 wa sekondari kwa kaunti kame ...","15,000 mar basaris mag sekondari ma opong'o ne counties ma onge pi, kwa kapok Novemba 30 ochopo kokalo kuom ofis mar county!",Yes,Yes,,,
4053,Education,Teachers recommend combining asking questions in class with regular attendance to address bullying.,Walimu wanapendekeza kuchanganya kuuliza maswali darasani na mahudhurio ya mara kwa mara kushughulikia unyanyasaji.,Jopuonj golo paro ni mondo oriw penjo e klas kod bedo pile pile mondo ilos tim mar ng'anjo.,Yes,Yes,,,
2065,Security & Safety,KNCHR tells of citizen engagement programs boosting security and human rights awareness in Kisumu County,KNCHR inasimulia kuhusu programu za ushirikishwaji wa raia zinazoimarisha usalama na uhamasishaji wa haki za binadamu katika Kaunti ya Kisumu,KNCHR wacho ni nitie chenro mag konyo ji mondo obed gi winjruok maber gi sirkal kod chike mag dhano e gweng' mar Kisumu,Yes,Yes,,,
262,Education,Free bus fare for all TVET students reporting in January – present your admission letter.,Nauli ya basi bila malipo kwa wanafunzi wote wa TVET wanaoripoti Januari wasilisha barua yako ya kujiunga.,Ng'ato ang'ata ma dhi e TVET dwe mar Januar nyaka nyis barupe mar kwayo.,Yes,Yes,,,
1696,Security & Safety,Women in politics face violence aimed at limiting participation. Electoral laws protect candidates and voters from gender-based harm.,Wanawake katika siasa wanakabiliwa na vurugu zinazolenga kupunguza ushiriki. Sheria za uchaguzi huwalinda wagombea na wapiga kura kutokana na madhara yanayotokana na jinsia.,Mon ma tiyo e siasa kale ywarruok mokel kod achaya omiyo nitie chike mag konyogi tiyo gi kue,Yes,Yes,,,
