PSA_Id,Domain,English,Kiswahili,Ekegusii,Class,Source,English_clean,Kiswahili_clean,Ekegusii_clean,codeswitch_tokens,has_codeswitch,ekegusii_caps_ratio,codeswitch_tokens_v2,is_boilerplate,English_clean_n_words,English_clean_n_tokens,Kiswahili_clean_n_words,Kiswahili_clean_n_tokens,Ekegusii_clean_n_words,Ekegusii_clean_n_tokens,English_clean_tokens_str,Kiswahili_clean_tokens_str,Ekegusii_clean_tokens_str
633,Education,Students who scored D+ and D (plain) in Kenya Certificate of Secondary Education (KCSE) will be eligible to pursue a certificate course of their choice in 2024. The certificates are offered in various...,Wanafunzi waliopata alama za D+ na D (wazi) katika Cheti cha Elimu ya Sekondari ya Kenya (KCSE) watastahiki kufuata kozi ya cheti wanayoipenda mwaka wa 2024. Vyeti hivyo hutolewa katika aina mbalimbali...,Ababana baria banyorete egeredi gia D+ na D (bosa) ase amatemwa abo eskenderi (KCSE) mbare neribaga riogosoa chikosi ao ao chiogwancha kwabo omwaka 2024. Chikosi echi nigo chikorwegwa ase chikorechi chinke ao ao...,PSA,original_baseline_dataset,Students who scored D+ and D (plain) in Kenya Certificate of Secondary Education (KCSE) will be eligible to pursue a certificate course of their choice in 2024. The certificates are offered in various...,Wanafunzi waliopata alama za D+ na D (wazi) katika Cheti cha Elimu ya Sekondari ya Kenya (KCSE) watastahiki kufuata kozi ya cheti wanayoipenda mwaka wa 2024. Vyeti hivyo hutolewa katika aina mbalimbali...,Ababana baria banyorete egeredi gia D+ na D (bosa) ase amatemwa abo eskenderi (KCSE) mbare neribaga riogosoa chikosi ao ao chiogwancha kwabo omwaka 2024. Chikosi echi nigo chikorwegwa ase chikorechi chinke ao ao...,['KCSE'],TRUE,0.047337278,['KCSE'],FALSE,33,45,32,69,33,83,Students who scored D + and D ( plain ) in Kenya Certificate of Secondary Education ( KC ##SE ) will be eligible to pursue a certificate course of their choice in 202 ##4 . The certificate ##s are offered in various . . .,Wan ##af ##un ##zi wa ##lio ##pata alam ##a za D + na D ( wa ##zi ) katika Che ##ti cha Eli ##mu ya Se ##konda ##ri ya Kenya ( KC ##SE ) wat ##asta ##hik ##i ku ##fu ##ata ko ##zi ya che ##ti wa ##nay ##oi ##pend ##a mwaka wa 202 ##4 . V ##yeti hivyo hu ##tol ##ew ##a katika aina mbalimbali . . .,Ab ##aban ##a bar ##ia ban ##yor ##ete e ##gere ##di gia D + na D ( bos ##a ) as ##e amat ##em ##wa ab ##o es ##kende ##ri ( KC ##SE ) m ##bare ner ##iba ##ga rio ##gos ##oa chi ##kos ##i ao ao chi ##og ##wan ##cha kwa ##bo om ##wak ##a 202 ##4 . Chi ##kos ##i e ##chi ni ##go chi ##kor ##weg ##wa as ##e chi ##kor ##ech ##i chi ##nke ao ao . . .
634,Education,Study from home! Access online education platforms for rural students.,Jifunze kutoka nyumbani! Pata majukwaa ya elimu mtandaoni kwa wanafunzi wa vijijini.,Soma korwa inka! Nyora amasomo goetra eintaneti ase abana baria ba risabu.,PSA,original_baseline_dataset,Study from home! Access online education platforms for rural students.,Jifunze kutoka nyumbani! Pata majukwaa ya elimu mtandaoni kwa wanafunzi wa vijijini.,Soma korwa inka! Nyora amasomo goetra eintaneti ase abana baria ba risabu.,[],FALSE,0.032786885,[],FALSE,10,12,12,30,12,29,Study from home ! Access online education platforms for rural students .,Ji ##fu ##nze kutoka ny ##umba ##ni ! Pat ##a maju ##kwa ##a ya eli ##mu m ##tand ##ao ##ni kwa wa ##na ##fu ##nzi wa vi ##ji ##jini .,Som ##a kor ##wa in ##ka ! Ny ##ora ama ##som ##o go ##et ##ra ein ##tane ##ti as ##e ab ##ana bar ##ia ba ri ##sa ##bu .
635,Education,Submit TPAD by June 30 to avoid delays.,Tuma TPAD ifikapo Juni 30 ili kuepuka ucheleweshaji.,Toma buna ogokora emeremo yao buna ogosomia buya gochia (TPAD)nyuma yechitariki 30 chiomotienyi 6 tonyoria emeroberio.,PSA,original_baseline_dataset,Submit TPAD by June 30 to avoid delays.,Tuma TPAD ifikapo Juni 30 ili kuepuka ucheleweshaji.,Toma buna ogokora emeremo yao buna ogosomia buya gochia (TPAD)nyuma yechitariki 30 chiomotienyi 6 tonyoria emeroberio.,['TPAD'],TRUE,0.051546392,['TPAD'],FALSE,8,12,8,19,16,41,Sub ##mit TP ##AD by June 30 to avoid delay ##s .,Tu ##ma TP ##AD if ##ika ##po Juni 30 ili ku ##ep ##uka u ##chel ##ew ##esh ##aji .,Toma buna og ##oko ##ra em ##ere ##mo yao buna og ##oso ##mia buy ##a go ##chia ( TP ##AD ) ny ##uma ye ##chi ##tari ##ki 30 chi ##omo ##tien ##yi 6 ton ##yor ##ia em ##ero ##beri ##o .
636,Education,Submit TPAD data by June 30 to avoid delays.,Tuma data ya TPAD ifikapo Juni 30 ili kuepuka ucheleweshaji.,Toma buna ogokora emeremo yao buna ogosomia buya (TPAD) nyuma yechitariki 30 chiomotienyi 6 gotanyorwa.,PSA,original_baseline_dataset,Submit TPAD data by June 30 to avoid delays.,Tuma data ya TPAD ifikapo Juni 30 ili kuepuka ucheleweshaji.,Toma buna ogokora emeremo yao buna ogosomia buya (TPAD) nyuma yechitariki 30 chiomotienyi 6 gotanyorwa.,['TPAD'],TRUE,0.060240964,['TPAD'],FALSE,9,13,10,21,15,36,Sub ##mit TP ##AD data by June 30 to avoid delay ##s .,Tu ##ma data ya TP ##AD if ##ika ##po Juni 30 ili ku ##ep ##uka u ##chel ##ew ##esh ##aji .,Toma buna og ##oko ##ra em ##ere ##mo yao buna og ##oso ##mia buy ##a ( TP ##AD ) ny ##uma ye ##chi ##tari ##ki 30 chi ##omo ##tien ##yi 6 got ##any ##or ##wa .
637,Education,Submit TPAD data by June 30 to avoid payroll delays.,Wasilisha data ya TPAD ifikapo Juni 30 ili kuepuka ucheleweshaji wa mishahara.,Toma buna ogokora emeremo yao buna ogosomia buya (TPAD) nyuma yechitariki 30 chiomotienyi 6 gotanyoria ogochererigwa gwokobanga emeroberio yemesara.,PSA,original_baseline_dataset,Submit TPAD data by June 30 to avoid payroll delays.,Wasilisha data ya TPAD ifikapo Juni 30 ili kuepuka ucheleweshaji wa mishahara.,Toma buna ogokora emeremo yao buna ogosomia buya (TPAD) nyuma yechitariki 30 chiomotienyi 6 gotanyoria ogochererigwa gwokobanga emeroberio yemesara.,['TPAD'],TRUE,0.040322581,['TPAD'],FALSE,10,15,12,26,19,50,Sub ##mit TP ##AD data by June 30 to avoid pay ##roll delay ##s .,Was ##ilis ##ha data ya TP ##AD if ##ika ##po Juni 30 ili ku ##ep ##uka u ##chel ##ew ##esh ##aji wa mis ##hah ##ara .,Toma buna og ##oko ##ra em ##ere ##mo yao buna og ##oso ##mia buy ##a ( TP ##AD ) ny ##uma ye ##chi ##tari ##ki 30 chi ##omo ##tien ##yi 6 got ##any ##oria og ##oche ##rer ##ig ##wa gwo ##koba ##nga em ##ero ##beri ##o ye ##mesa ##ra .
638,Education,Summit on Institutional Clean Cooking.,Mkutano kuhusu Upishi Safi wa Kitaasisi.,"Okoumerana okonene igoro yogotumia egasi, esora gose esitima korosia endagera.",PSA,original_baseline_dataset,Summit on Institutional Clean Cooking.,Mkutano kuhusu Upishi Safi wa Kitaasisi.,"Okoumerana okonene igoro yogotumia egasi, esora gose esitima korosia endagera.",[],FALSE,0.014925373,[],FALSE,5,8,6,13,10,25,Summit on Institution ##al Clean Cook ##ing .,Mk ##utan ##o kuhusu Up ##ishi Sa ##fi wa Kita ##asis ##i .,"Oko ##ume ##rana oko ##nene ig ##oro yo ##got ##umi ##a ega ##si , eso ##ra go ##se esi ##tima kor ##osia enda ##gera ."
639,Education,Support adult literacy programs 2025.,Saidia programu za kusoma na kuandika za watu wazima 2025.,Kinya emeroberio yechisemi chiabanto abanene omwaka 2025.,PSA,original_baseline_dataset,Support adult literacy programs 2025.,Saidia programu za kusoma na kuandika za watu wazima 2025.,Kinya emeroberio yechisemi chiabanto abanene omwaka 2025.,[],FALSE,0.02173913,[],FALSE,5,6,10,16,7,20,Support adult literacy programs 2025 .,Said ##ia programu za kus ##oma na ku ##andi ##ka za watu wa ##zima 2025 .,Ki ##nya em ##ero ##beri ##o ye ##chis ##emi chia ##bant ##o ab ##anen ##e om ##wak ##a 2025 .
640,Education,Support alumni networks 2025.,Saidia mitandao ya wahitimu 2025.,Segeta emeroberio yabana baria bakorete korwa esukuru omwaka 2025.,PSA,original_baseline_dataset,Support alumni networks 2025.,Saidia mitandao ya wahitimu 2025.,Segeta emeroberio yabana baria bakorete korwa esukuru omwaka 2025.,[],FALSE,0.018867925,[],FALSE,4,5,5,11,9,24,Support alumni networks 2025 .,Said ##ia mit ##anda ##o ya wa ##hit ##imu 2025 .,Se ##get ##a em ##ero ##beri ##o ya ##bana bar ##ia bak ##ore ##te kor ##wa es ##uku ##ru om ##wak ##a 2025 .
641,Education,Support distance learning 2024.,Saidia kujifunza kwa umbali 2024.,Segeta amasomo goetera eintaneti omwaka 2024.,PSA,original_baseline_dataset,Support distance learning 2024.,Saidia kujifunza kwa umbali 2024.,Segeta amasomo goetera eintaneti omwaka 2024.,[],FALSE,0.028571429,[],FALSE,4,6,5,12,6,17,Support distance learning 202 ##4 .,Said ##ia ku ##ji ##fu ##nza kwa um ##bali 202 ##4 .,Se ##get ##a ama ##som ##o go ##etera ein ##tane ##ti om ##wak ##a 202 ##4 .
642,Education,Support early childhood development 2020.,Kusaidia maendeleo ya utotoni 2020.,Suira chisemi chioboroso chia'bana benasari omwaka 2020.,PSA,original_baseline_dataset,Support early childhood development 2020.,Kusaidia maendeleo ya utotoni 2020.,Suira chisemi chioboroso chia'bana benasari omwaka 2020.,[],FALSE,0.022727273,[],FALSE,5,6,5,12,7,20,Support early childhood development 2020 .,Ku ##sai ##dia mae ##nde ##leo ya ut ##oto ##ni 2020 .,Sui ##ra chi ##sem ##i chi ##ob ##oros ##o chia ' bana ben ##asa ##ri om ##wak ##a 2020 .
643,Education,"Support education! Communities, fund school fees.","Saidia elimu! Jamii, fadhili ada za shule.","Sira chisemi! Ebinyoro, konya korwa esukuru fisi.",PSA,original_baseline_dataset,"Support education! Communities, fund school fees.","Saidia elimu! Jamii, fadhili ada za shule.","Sira chisemi! Ebinyoro, konya korwa esukuru fisi.",[],FALSE,0.05,[],FALSE,6,11,7,16,7,21,"Support education ! Com ##mun ##ities , fund school fees .","Said ##ia eli ##mu ! Jam ##ii , fa ##dhi ##li ada za shu ##le .","Sir ##a chi ##sem ##i ! E ##bin ##yor ##o , kon ##ya kor ##wa es ##uku ##ru fi ##si ."
644,Education,Support education! Pay school fees to keep learning alive.,Saidia elimu! Lipa karo za shule ili uendelee kujifunza.,Sira chisemi! Akana esukuru fisi erio amasomo agenderere.,PSA,original_baseline_dataset,Support education! Pay school fees to keep learning alive.,Saidia elimu! Lipa karo za shule ili uendelee kujifunza.,Sira chisemi! Akana esukuru fisi erio amasomo agenderere.,[],FALSE,0.041666667,[],FALSE,9,11,9,20,8,22,Support education ! Pay school fees to keep learning alive .,Said ##ia eli ##mu ! Li ##pa karo za shu ##le ili u ##ende ##lee ku ##ji ##fu ##nza .,Sir ##a chi ##sem ##i ! Ak ##ana es ##uku ##ru fi ##si eri ##o ama ##som ##o age ##nder ##ere .
645,Education,Support e-learning platforms 2021.,Saidia mifumo ya kujifunza mtandaoni 2021.,Sire emeroberio yamasomo gioetera eintaneti omwaka 2021.,PSA,original_baseline_dataset,Support e-learning platforms 2021.,Saidia mifumo ya kujifunza mtandaoni 2021.,Sire emeroberio yamasomo gioetera eintaneti omwaka 2021.,[],FALSE,0.022222222,[],FALSE,4,7,6,16,7,20,Support e - learning platforms 2021 .,Said ##ia mi ##fum ##o ya ku ##ji ##fu ##nza m ##tand ##ao ##ni 2021 .,Sir ##e em ##ero ##beri ##o ya ##mas ##omo gi ##oe ##tera ein ##tane ##ti om ##wak ##a 2021 .
646,Education,Support girls' education in rural areas 2022.,Kuunga mkono elimu ya wasichana katika maeneo ya vijijini 2022.,Sira chisemi chiabana abanyaroka barisabu omwaka 2022.,PSA,original_baseline_dataset,Support girls' education in rural areas 2022.,Kuunga mkono elimu ya wasichana katika maeneo ya vijijini 2022.,Sira chisemi chiabana abanyaroka barisabu omwaka 2022.,[],FALSE,0.023255814,[],FALSE,7,9,10,19,7,18,Support girls ' education in rural areas 2022 .,Ku ##unga mk ##ono eli ##mu ya was ##ich ##ana katika mae ##neo ya vi ##ji ##jini 2022 .,Sir ##a chi ##sem ##i chia ##bana ab ##anya ##roka bar ##isa ##bu om ##wak ##a 2022 .
647,Education,Support inclusion! Ensure schools have ramps and aids for disabled students.,Saidia ujumuishaji! Hakikisha shule zina njia panda na vifaa vya kusaidia wanafunzi wenye ulemavu.,Sira emeroberio ya bonsi! Rora nga chisukuru nchibwate ebisirero na biria bigokobakonya koigwa ase abana bare noboremaru ao ao.,PSA,original_baseline_dataset,Support inclusion! Ensure schools have ramps and aids for disabled students.,Saidia ujumuishaji! Hakikisha shule zina njia panda na vifaa vya kusaidia wanafunzi wenye ulemavu.,Sira emeroberio ya bonsi! Rora nga chisukuru nchibwate ebisirero na biria bigokobakonya koigwa ase abana bare noboremaru ao ao.,[],FALSE,0.018691589,[],FALSE,11,16,14,37,19,48,Support inclusion ! En ##sure schools have ra ##mps and aid ##s for disabled students .,Said ##ia u ##jumu ##isha ##ji ! Ha ##ki ##kis ##ha shu ##le zin ##a n ##jia pan ##da na vi ##fa ##a vya kus ##aid ##ia wa ##na ##fu ##nzi we ##nye ul ##ema ##vu .,Sir ##a em ##ero ##beri ##o ya bons ##i ! R ##ora nga chi ##su ##kur ##u nchi ##b ##wat ##e e ##bis ##ire ##ro na biri ##a big ##oko ##bak ##ony ##a ko ##ig ##wa as ##e ab ##ana bare no ##bore ##mar ##u ao ao .
648,Education,Support learning! Provide meals in drought-affected schools.,Saidia kujifunza! Toa milo katika shule zilizoathiriwa na ukame.,Sira amasomo! Karwe endagera gokonya chisukuru chiria chire ase chingongo chinyomo.,PSA,original_baseline_dataset,Support learning! Provide meals in drought-affected schools.,Saidia kujifunza! Toa milo katika shule zilizoathiriwa na ukame.,Sira amasomo! Karwe endagera gokonya chisukuru chiria chire ase chingongo chinyomo.,[],FALSE,0.028169014,[],FALSE,7,14,9,23,11,30,Support learning ! Pro ##vide me ##als in dro ##ught - affected schools .,Said ##ia ku ##ji ##fu ##nza ! To ##a mil ##o katika shu ##le zi ##liz ##oat ##hir ##iwa na uk ##ame .,Sir ##a ama ##som ##o ! Kar ##we enda ##gera go ##kon ##ya chi ##su ##kur ##u chi ##ria chi ##re as ##e chi ##ngo ##ngo chi ##nyo ##mo .
649,Education,Support learning! Provide visual aids for blind students.,Saidia kujifunza! Toa vifaa vya kuona kwa wanafunzi wasioona.,Sira amasomo eintaneti! Karwe ebinto bigokonya abana emeoko.,PSA,original_baseline_dataset,Support learning! Provide visual aids for blind students.,Saidia kujifunza! Toa vifaa vya kuona kwa wanafunzi wasioona.,Sira amasomo eintaneti! Karwe ebinto bigokonya abana emeoko.,[],FALSE,0.039215686,[],FALSE,8,12,9,24,8,23,Support learning ! Pro ##vide visual aid ##s for blind students .,Said ##ia ku ##ji ##fu ##nza ! To ##a vi ##fa ##a vya ku ##ona kwa wa ##na ##fu ##nzi was ##io ##ona .,Sir ##a ama ##som ##o ein ##tane ##ti ! Kar ##we e ##bin ##to big ##okon ##ya ab ##ana em ##eo ##ko .
650,Education,Support marginalized communities 2022.,Saidia jamii zilizotengwa 2022.,Sira chingongo chiria chitigarete magega omwaka 2022.,PSA,original_baseline_dataset,Support marginalized communities 2022.,Saidia jamii zilizotengwa 2022.,Sira chingongo chiria chitigarete magega omwaka 2022.,[],FALSE,0.023809524,[],FALSE,4,6,4,11,7,17,Support marginal ##ized communities 2022 .,Said ##ia jam ##ii zi ##liz ##oten ##g ##wa 2022 .,Sir ##a chi ##ngo ##ngo chi ##ria chi ##tiga ##rete mag ##ega om ##wak ##a 2022 .
651,Education,Support nomadic education 2022.,Saidia elimu ya kuhamahama 2022.,Sira chisemi chiabana baria bakong'anyang'anya omwaka 2022.,PSA,original_baseline_dataset,Support nomadic education 2022.,Saidia elimu ya kuhamahama 2022.,Sira chisemi chiabana baria bakong'anyang'anya omwaka 2022.,[],FALSE,0.02173913,[],FALSE,4,7,5,10,7,22,Support nom ##adi ##c education 2022 .,Said ##ia eli ##mu ya ku ##hama ##hama 2022 .,Sir ##a chi ##sem ##i chia ##bana bar ##ia bak ##ong ' any ##ang ' any ##a om ##wak ##a 2022 .
652,Education,Support nomadic learners 2023.,Wasaidie wanafunzi wa kuhamahama 2023.,Sira amasomo yabana baria bakonganyanganya omwaka 2023.,PSA,original_baseline_dataset,Support nomadic learners 2023.,Wasaidie wanafunzi wa kuhamahama 2023.,Sira amasomo yabana baria bakonganyanganya omwaka 2023.,[],FALSE,0.022727273,[],FALSE,4,9,5,14,7,19,Support nom ##adi ##c learn ##ers 202 ##3 .,Was ##aid ##ie wa ##na ##fu ##nzi wa ku ##hama ##hama 202 ##3 .,Sir ##a ama ##som ##o ya ##bana bar ##ia bak ##ongan ##yang ##anya om ##wak ##a 202 ##3 .
653,Education,Support nomads! Fund mobile schools for pastoralists.,Saidia wahamaji! Fadhili shule zinazohamishika kwa wafugaji.,Sira baria bakong'anyang'anya! Karwe chibesa ase abatugi bokong'anyang'anya .,PSA,original_baseline_dataset,Support nomads! Fund mobile schools for pastoralists.,Saidia wahamaji! Fadhili shule zinazohamishika kwa wafugaji.,Sira baria bakong'anyang'anya! Karwe chibesa ase abatugi bokong'anyang'anya .,[],FALSE,0.031746032,[],FALSE,7,11,7,22,9,32,Support nom ##ads ! Fund mobile schools for pastoral ##ists .,Said ##ia wa ##hama ##ji ! Fa ##dhi ##li shu ##le zin ##azo ##ham ##ishi ##ka kwa wa ##fu ##ga ##ji .,Sir ##a bar ##ia bak ##ong ' any ##ang ' any ##a ! Kar ##we chi ##bes ##a as ##e ab ##atu ##gi bok ##ong ' any ##ang ' any ##a .
654,Education,Support nomads! Fund programs for nomadic schools.,Saidia wahamaji! Fadhili programu kwa shule za wahamaji.,Sira abakong'anyang'anya! Karwe chibesa ase emeroberio yechisukuru chia abakong'anyang'anya.,PSA,original_baseline_dataset,Support nomads! Fund programs for nomadic schools.,Saidia wahamaji! Fadhili programu kwa shule za wahamaji.,Sira abakong'anyang'anya! Karwe chibesa ase emeroberio yechisukuru chia abakong'anyang'anya.,[],FALSE,0.025641026,[],FALSE,7,12,8,18,9,38,Support nom ##ads ! Fund programs for nom ##adi ##c schools .,Said ##ia wa ##hama ##ji ! Fa ##dhi ##li programu kwa shu ##le za wa ##hama ##ji .,Sir ##a ab ##akon ##g ' any ##ang ' any ##a ! Kar ##we chi ##bes ##a as ##e em ##ero ##beri ##o ye ##chis ##uku ##ru chia ab ##akon ##g ' any ##ang ' any ##a .
655,Education,Support orphans! Apply for education scholarships in your county.,Saidia yatima! Omba ufadhili wa masomo katika kaunti yako.,Konya chintakana! Toma ogosaba kwogokonywa chibesa chiogosomera eskaonti yao.,PSA,original_baseline_dataset,Support orphans! Apply for education scholarships in your county.,Saidia yatima! Omba ufadhili wa masomo katika kaunti yako.,Konya chintakana! Toma ogosaba kwogokonywa chibesa chiogosomera eskaonti yao.,[],FALSE,0.029850746,[],FALSE,9,15,9,19,9,26,Support or ##pha ##ns ! App ##ly for education scholarship ##s in your county .,Said ##ia ya ##tima ! Om ##ba u ##fa ##dhi ##li wa maso ##mo katika kaunti ya ##ko .,Konya chi ##nta ##kana ! Toma og ##osa ##ba k ##wo ##goko ##ny ##wa chi ##bes ##a chi ##ogo ##some ##ra es ##kao ##nti yao .
656,Education,Support refugee education 2021.,Saidia elimu ya wakimbizi 2021.,Sira chisemi chia baria batamire chisegi korwa sobo omwaka 2021.,PSA,original_baseline_dataset,Support refugee education 2021.,Saidia elimu ya wakimbizi 2021.,Sira chisemi chia baria batamire chisegi korwa sobo omwaka 2021.,[],FALSE,0.02,[],FALSE,4,6,5,11,10,23,Support refuge ##e education 2021 .,Said ##ia eli ##mu ya wa ##kim ##bi ##zi 2021 .,Sir ##a chi ##sem ##i chia bar ##ia bat ##ami ##re chi ##se ##gi kor ##wa sob ##o om ##wak ##a 2021 .
657,Education,Support refugees! Provide learning materials for refugee students.,Wasaidie wakimbizi! Toa vifaa vya kujifunzia kwa wanafunzi wakimbizi.,Sira baria batamire chisegi korwa sobo! Karwe ebinto biogosomera ase abana ba baria batamire chisegi korwa sobo.,PSA,original_baseline_dataset,Support refugees! Provide learning materials for refugee students.,Wasaidie wakimbizi! Toa vifaa vya kujifunzia kwa wanafunzi wakimbizi.,Sira baria batamire chisegi korwa sobo! Karwe ebinto biogosomera ase abana ba baria batamire chisegi korwa sobo.,[],FALSE,0.021276596,[],FALSE,8,12,9,28,17,42,Support refugees ! Pro ##vide learning materials for refuge ##e students .,Was ##aid ##ie wa ##kim ##bi ##zi ! To ##a vi ##fa ##a vya ku ##ji ##fu ##nzia kwa wa ##na ##fu ##nzi wa ##kim ##bi ##zi .,Sir ##a bar ##ia bat ##ami ##re chi ##se ##gi kor ##wa sob ##o ! Kar ##we e ##bin ##to bio ##gos ##ome ##ra as ##e ab ##ana ba bar ##ia bat ##ami ##re chi ##se ##gi kor ##wa sob ##o .
658,Education,Support research grants 2025.,Ruzuku za utafiti za usaidizi 2025.,Sira emeroberio yechibesa chiokorigia obomanyi oboyia omwaka 2025.,PSA,original_baseline_dataset,Support research grants 2025.,Ruzuku za utafiti za usaidizi 2025.,Sira emeroberio yechibesa chiokorigia obomanyi oboyia omwaka 2025.,[],FALSE,0.018518519,[],FALSE,4,5,6,13,8,25,Support research grants 2025 .,R ##uz ##uku za ut ##af ##iti za usa ##idi ##zi 2025 .,Sir ##a em ##ero ##beri ##o ye ##chi ##bes ##a chi ##oko ##rig ##ia ob ##oman ##yi ob ##oy ##ia om ##wak ##a 2025 .
659,Education,Support rural electrification 2023.,Kuunga mkono usambazaji wa umeme vijijini 2023.,Sira emeroberio yokobeka esitima omwaka 2023.,PSA,original_baseline_dataset,Support rural electrification 2023.,Kuunga mkono usambazaji wa umeme vijijini 2023.,Sira emeroberio yokobeka esitima omwaka 2023.,[],FALSE,0.028571429,[],FALSE,4,8,7,17,6,17,Support rural elect ##rif ##ication 202 ##3 .,Ku ##unga mk ##ono usa ##mba ##zaj ##i wa um ##eme vi ##ji ##jini 202 ##3 .,Sir ##a em ##ero ##beri ##o yok ##obe ##ka esi ##tima om ##wak ##a 202 ##3 .
660,Education,Support schools! Demand timely release of capitation funds.,Saidia shule! Omba kutolewa kwa fedha za ruzuku kwa wakati unaofaa.,Sira chisukuru! Singerera ng'a chibesa chiria chieserikari gokonya chisoe bwango.,PSA,original_baseline_dataset,Support schools! Demand timely release of capitation funds.,Saidia shule! Omba kutolewa kwa fedha za ruzuku kwa wakati unaofaa.,Sira chisukuru! Singerera ng'a chibesa chiria chieserikari gokonya chisoe bwango.,[],FALSE,0.028985507,[],FALSE,8,13,11,24,10,30,Support schools ! Dem ##and time ##ly release of capita ##tion funds .,Said ##ia shu ##le ! Om ##ba ku ##tol ##ew ##a kwa fed ##ha za ru ##zu ##ku kwa wakati una ##ofa ##a .,Sir ##a chi ##su ##kur ##u ! Singer ##era ng ' a chi ##bes ##a chi ##ria chiese ##rika ##ri go ##kon ##ya chi ##so ##e b ##wang ##o .
661,Education,Support schools! Fund education in drought-affected areas.,Saidia shule! Fadhili elimu katika maeneo yaliyoathiriwa na ukame.,Sira chisukuru! Kae chibesa chisukuru chiria chire ase chingongo chibwate omochando bwomobaso omonene.,PSA,original_baseline_dataset,Support schools! Fund education in drought-affected areas.,Saidia shule! Fadhili elimu katika maeneo yaliyoathiriwa na ukame.,Sira chisukuru! Kae chibesa chisukuru chiria chire ase chingongo chibwate omochando bwomobaso omonene.,[],FALSE,0.022727273,[],FALSE,7,12,9,23,13,41,Support schools ! Fund education in dro ##ught - affected areas .,Said ##ia shu ##le ! Fa ##dhi ##li eli ##mu katika mae ##neo ya ##li ##yo ##ath ##iri ##wa na uk ##ame .,Sir ##a chi ##su ##kur ##u ! Ka ##e chi ##bes ##a chi ##su ##kur ##u chi ##ria chi ##re as ##e chi ##ngo ##ngo chi ##b ##wat ##e om ##ocha ##ndo b ##wo ##mo ##bas ##o om ##onen ##e .
